"Notes"	"Census Region"	"Census Region Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"40 years"	"40"	"2008"	"2008"	"Male"	"M"	23	71187	32.3
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"40 years"	"40"	"2009"	"2009"	"Male"	"M"	37	71430	51.8
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"40 years"	"40"	"2010"	"2010"	"Male"	"M"	24	76579	31.3
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"40 years"	"40"	"2011"	"2011"	"Male"	"M"	30	72874	41.2
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"40 years"	"40"	"2012"	"2012"	"Male"	"M"	23	68144	33.8
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"40 years"	"40"	"2013"	"2013"	"Male"	"M"	19	65826	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"40 years"	"40"	"2014"	"2014"	"Male"	"M"	24	65633	36.6
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"40 years"	"40"	"2015"	"2015"	"Male"	"M"	24	69003	34.8
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"40 years"	"40"	"2016"	"2016"	"Male"	"M"	19	64992	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"40 years"	"40"	"2017"	"2017"	"Male"	"M"	24	66665	36.0
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"40 years"	"40"	"2018"	"2018"	"Male"	"M"	20	66332	30.2
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"40 years"	"40"	"2019"	"2019"	"Male"	"M"	24	66822	35.9
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"40 years"	"40"	"2020 "	"2020"	"Male"	"M"	21	71398	29.4
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"41 years"	"41"	"1999"	"1999"	"Male"	"M"	35	81262	43.1
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"41 years"	"41"	"2000"	"2000"	"Male"	"M"	35	81115	43.1
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"41 years"	"41"	"2001"	"2001"	"Male"	"M"	45	87690	51.3
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"41 years"	"41"	"2002"	"2002"	"Male"	"M"	59	82568	71.5
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"41 years"	"41"	"2003"	"2003"	"Male"	"M"	46	80131	57.4
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"41 years"	"41"	"2004"	"2004"	"Male"	"M"	40	78204	51.1
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"41 years"	"41"	"2005"	"2005"	"Male"	"M"	36	78427	45.9
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"41 years"	"41"	"2006"	"2006"	"Male"	"M"	26	79244	32.8
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"41 years"	"41"	"2007"	"2007"	"Male"	"M"	23	72941	31.5
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"41 years"	"41"	"2008"	"2008"	"Male"	"M"	44	70083	62.8
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"41 years"	"41"	"2009"	"2009"	"Male"	"M"	35	69841	50.1
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"41 years"	"41"	"2010"	"2010"	"Male"	"M"	29	69262	41.9
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"41 years"	"41"	"2011"	"2011"	"Male"	"M"	30	75749	39.6
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"41 years"	"41"	"2012"	"2012"	"Male"	"M"	26	72318	36.0
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"41 years"	"41"	"2013"	"2013"	"Male"	"M"	33	67822	48.7
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"41 years"	"41"	"2014"	"2014"	"Male"	"M"	27	64877	41.6
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"41 years"	"41"	"2015"	"2015"	"Male"	"M"	17	64866	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"41 years"	"41"	"2016"	"2016"	"Male"	"M"	27	67371	40.1
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"41 years"	"41"	"2017"	"2017"	"Male"	"M"	26	64109	40.6
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"41 years"	"41"	"2018"	"2018"	"Male"	"M"	25	64302	38.9
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"41 years"	"41"	"2019"	"2019"	"Male"	"M"	17	64751	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"41 years"	"41"	"2020 "	"2020"	"Male"	"M"	30	65040	46.1
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"42 years"	"42"	"1999"	"1999"	"Male"	"M"	42	81363	51.6
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"42 years"	"42"	"2000"	"2000"	"Male"	"M"	67	82453	81.3
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"42 years"	"42"	"2001"	"2001"	"Male"	"M"	57	80794	70.5
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"42 years"	"42"	"2002"	"2002"	"Male"	"M"	58	86362	67.2
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"42 years"	"42"	"2003"	"2003"	"Male"	"M"	47	80951	58.1
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"42 years"	"42"	"2004"	"2004"	"Male"	"M"	45	78530	57.3
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"42 years"	"42"	"2005"	"2005"	"Male"	"M"	42	76584	54.8
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"42 years"	"42"	"2006"	"2006"	"Male"	"M"	41	76801	53.4
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"42 years"	"42"	"2007"	"2007"	"Male"	"M"	44	77757	56.6
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"42 years"	"42"	"2008"	"2008"	"Male"	"M"	40	71838	55.7
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"42 years"	"42"	"2009"	"2009"	"Male"	"M"	42	69289	60.6
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"42 years"	"42"	"2010"	"2010"	"Male"	"M"	33	69009	47.8
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"42 years"	"42"	"2011"	"2011"	"Male"	"M"	30	69609	43.1
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"42 years"	"42"	"2012"	"2012"	"Male"	"M"	26	75252	34.6
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"42 years"	"42"	"2013"	"2013"	"Male"	"M"	31	71964	43.1
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"42 years"	"42"	"2014"	"2014"	"Male"	"M"	30	66849	44.9
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"42 years"	"42"	"2015"	"2015"	"Male"	"M"	31	64314	48.2
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"42 years"	"42"	"2016"	"2016"	"Male"	"M"	28	63328	44.2
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"42 years"	"42"	"2017"	"2017"	"Male"	"M"	26	66216	39.3
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"42 years"	"42"	"2018"	"2018"	"Male"	"M"	32	61954	51.7
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"42 years"	"42"	"2019"	"2019"	"Male"	"M"	23	62890	36.6
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"42 years"	"42"	"2020 "	"2020"	"Male"	"M"	32	63058	50.7
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"43 years"	"43"	"1999"	"1999"	"Male"	"M"	56	77898	71.9
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"43 years"	"43"	"2000"	"2000"	"Male"	"M"	52	78709	66.1
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"43 years"	"43"	"2001"	"2001"	"Male"	"M"	52	80755	64.4
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"43 years"	"43"	"2002"	"2002"	"Male"	"M"	55	79569	69.1
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"43 years"	"43"	"2003"	"2003"	"Male"	"M"	53	84907	62.4
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"43 years"	"43"	"2004"	"2004"	"Male"	"M"	60	79481	75.5
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"43 years"	"43"	"2005"	"2005"	"Male"	"M"	43	76853	56.0
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"43 years"	"43"	"2006"	"2006"	"Male"	"M"	47	75232	62.5
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"43 years"	"43"	"2007"	"2007"	"Male"	"M"	40	75520	53.0
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"43 years"	"43"	"2008"	"2008"	"Male"	"M"	45	76717	58.7
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"43 years"	"43"	"2009"	"2009"	"Male"	"M"	42	70989	59.2
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"43 years"	"43"	"2010"	"2010"	"Male"	"M"	42	68721	61.1
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"43 years"	"43"	"2011"	"2011"	"Male"	"M"	32	68477	46.7
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"43 years"	"43"	"2012"	"2012"	"Male"	"M"	32	69246	46.2
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"43 years"	"43"	"2013"	"2013"	"Male"	"M"	40	74526	53.7
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"43 years"	"43"	"2014"	"2014"	"Male"	"M"	30	70930	42.3
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"43 years"	"43"	"2015"	"2015"	"Male"	"M"	31	66100	46.9
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"43 years"	"43"	"2016"	"2016"	"Male"	"M"	35	62756	55.8
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"43 years"	"43"	"2017"	"2017"	"Male"	"M"	26	62437	41.6
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"43 years"	"43"	"2018"	"2018"	"Male"	"M"	28	64076	43.7
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"43 years"	"43"	"2019"	"2019"	"Male"	"M"	32	60464	52.9
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"43 years"	"43"	"2020 "	"2020"	"Male"	"M"	27	61153	44.2
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"44 years"	"44"	"1999"	"1999"	"Male"	"M"	66	77750	84.9
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"44 years"	"44"	"2000"	"2000"	"Male"	"M"	71	77820	91.2
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"44 years"	"44"	"2001"	"2001"	"Male"	"M"	63	78686	80.1
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"44 years"	"44"	"2002"	"2002"	"Male"	"M"	74	79433	93.2
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"44 years"	"44"	"2003"	"2003"	"Male"	"M"	56	78329	71.5
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"44 years"	"44"	"2004"	"2004"	"Male"	"M"	55	83230	66.1
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"44 years"	"44"	"2005"	"2005"	"Male"	"M"	50	77626	64.4
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"44 years"	"44"	"2006"	"2006"	"Male"	"M"	59	74957	78.7
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"44 years"	"44"	"2007"	"2007"	"Male"	"M"	56	73520	76.2
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"44 years"	"44"	"2008"	"2008"	"Male"	"M"	54	74057	72.9
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"44 years"	"44"	"2009"	"2009"	"Male"	"M"	52	75117	69.2
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"44 years"	"44"	"2010"	"2010"	"Male"	"M"	50	70348	71.1
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"44 years"	"44"	"2011"	"2011"	"Male"	"M"	48	68212	70.4
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"44 years"	"44"	"2012"	"2012"	"Male"	"M"	40	68169	58.7
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"44 years"	"44"	"2013"	"2013"	"Male"	"M"	36	69535	51.8
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"44 years"	"44"	"2014"	"2014"	"Male"	"M"	30	73701	40.7
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"44 years"	"44"	"2015"	"2015"	"Male"	"M"	47	70315	66.8
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"44 years"	"44"	"2016"	"2016"	"Male"	"M"	26	64756	40.2
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"44 years"	"44"	"2017"	"2017"	"Male"	"M"	41	62194	65.9
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"44 years"	"44"	"2018"	"2018"	"Male"	"M"	30	60592	49.5
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"44 years"	"44"	"2019"	"2019"	"Male"	"M"	33	62634	52.7
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"44 years"	"44"	"2020 "	"2020"	"Male"	"M"	38	59040	64.4
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"45 years"	"45"	"1999"	"1999"	"Male"	"M"	69	78032	88.4
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"45 years"	"45"	"2000"	"2000"	"Male"	"M"	69	80495	85.7
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"45 years"	"45"	"2001"	"2001"	"Male"	"M"	63	76851	82.0
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"45 years"	"45"	"2002"	"2002"	"Male"	"M"	80	77550	103.2
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"45 years"	"45"	"2003"	"2003"	"Male"	"M"	72	78231	92.0
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"45 years"	"45"	"2004"	"2004"	"Male"	"M"	68	76922	88.4
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"45 years"	"45"	"2005"	"2005"	"Male"	"M"	66	81556	80.9
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"45 years"	"45"	"2006"	"2006"	"Male"	"M"	69	76152	90.6
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"45 years"	"45"	"2007"	"2007"	"Male"	"M"	60	73807	81.3
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"45 years"	"45"	"2008"	"2008"	"Male"	"M"	59	72491	81.4
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"45 years"	"45"	"2009"	"2009"	"Male"	"M"	60	73168	82.0
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"45 years"	"45"	"2010"	"2010"	"Male"	"M"	42	74812	56.1
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"45 years"	"45"	"2011"	"2011"	"Male"	"M"	59	69457	84.9
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"45 years"	"45"	"2012"	"2012"	"Male"	"M"	62	67847	91.4
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"45 years"	"45"	"2013"	"2013"	"Male"	"M"	32	67686	47.3
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"45 years"	"45"	"2014"	"2014"	"Male"	"M"	44	68856	63.9
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"45 years"	"45"	"2015"	"2015"	"Male"	"M"	35	72940	48.0
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"45 years"	"45"	"2016"	"2016"	"Male"	"M"	36	68627	52.5
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"45 years"	"45"	"2017"	"2017"	"Male"	"M"	44	64294	68.4
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"45 years"	"45"	"2018"	"2018"	"Male"	"M"	43	60407	71.2
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"45 years"	"45"	"2019"	"2019"	"Male"	"M"	43	59289	72.5
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"45 years"	"45"	"2020 "	"2020"	"Male"	"M"	34	61242	55.5
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"46 years"	"46"	"1999"	"1999"	"Male"	"M"	91	72428	125.6
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"46 years"	"46"	"2000"	"2000"	"Male"	"M"	82	73180	112.1
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"46 years"	"46"	"2001"	"2001"	"Male"	"M"	80	79233	101.0
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"46 years"	"46"	"2002"	"2002"	"Male"	"M"	79	75776	104.3
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"46 years"	"46"	"2003"	"2003"	"Male"	"M"	83	76415	108.6
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"46 years"	"46"	"2004"	"2004"	"Male"	"M"	73	77020	94.8
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"46 years"	"46"	"2005"	"2005"	"Male"	"M"	80	75550	105.9
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"46 years"	"46"	"2006"	"2006"	"Male"	"M"	71	80275	88.4
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"46 years"	"46"	"2007"	"2007"	"Male"	"M"	58	75018	77.3
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"46 years"	"46"	"2008"	"2008"	"Male"	"M"	64	73091	87.6
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"46 years"	"46"	"2009"	"2009"	"Male"	"M"	81	71891	112.7
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"46 years"	"46"	"2010"	"2010"	"Male"	"M"	74	72140	102.6
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"46 years"	"46"	"2011"	"2011"	"Male"	"M"	66	73076	90.3
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"46 years"	"46"	"2012"	"2012"	"Male"	"M"	49	68977	71.0
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"46 years"	"46"	"2013"	"2013"	"Male"	"M"	48	67466	71.1
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"46 years"	"46"	"2014"	"2014"	"Male"	"M"	40	67149	59.6
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"46 years"	"46"	"2015"	"2015"	"Male"	"M"	53	68034	77.9
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"46 years"	"46"	"2016"	"2016"	"Male"	"M"	43	71224	60.4
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"46 years"	"46"	"2017"	"2017"	"Male"	"M"	44	67903	64.8
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"46 years"	"46"	"2018"	"2018"	"Male"	"M"	51	62360	81.8
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"46 years"	"46"	"2019"	"2019"	"Male"	"M"	35	59038	59.3
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"46 years"	"46"	"2020 "	"2020"	"Male"	"M"	45	57928	77.7
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"47 years"	"47"	"1999"	"1999"	"Male"	"M"	90	71840	125.3
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"47 years"	"47"	"2000"	"2000"	"Male"	"M"	89	72819	122.2
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"47 years"	"47"	"2001"	"2001"	"Male"	"M"	85	73382	115.8
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"47 years"	"47"	"2002"	"2002"	"Male"	"M"	124	78072	158.8
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"47 years"	"47"	"2003"	"2003"	"Male"	"M"	79	74659	105.8
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"47 years"	"47"	"2004"	"2004"	"Male"	"M"	100	75289	132.8
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"47 years"	"47"	"2005"	"2005"	"Male"	"M"	69	75598	91.3
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"47 years"	"47"	"2006"	"2006"	"Male"	"M"	80	74259	107.7
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"47 years"	"47"	"2007"	"2007"	"Male"	"M"	84	79063	106.2
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"47 years"	"47"	"2008"	"2008"	"Male"	"M"	83	74071	112.1
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"47 years"	"47"	"2009"	"2009"	"Male"	"M"	65	72259	90.0
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"47 years"	"47"	"2010"	"2010"	"Male"	"M"	79	71117	111.1
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"47 years"	"47"	"2011"	"2011"	"Male"	"M"	70	71896	97.4
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"47 years"	"47"	"2012"	"2012"	"Male"	"M"	57	72915	78.2
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"47 years"	"47"	"2013"	"2013"	"Male"	"M"	46	68626	67.0
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"47 years"	"47"	"2014"	"2014"	"Male"	"M"	61	67305	90.6
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"47 years"	"47"	"2015"	"2015"	"Male"	"M"	54	66537	81.2
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"47 years"	"47"	"2016"	"2016"	"Male"	"M"	62	66452	93.3
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"47 years"	"47"	"2017"	"2017"	"Male"	"M"	54	70170	77.0
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"47 years"	"47"	"2018"	"2018"	"Male"	"M"	51	66122	77.1
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"47 years"	"47"	"2019"	"2019"	"Male"	"M"	40	61187	65.4
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"47 years"	"47"	"2020 "	"2020"	"Male"	"M"	56	57907	96.7
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"48 years"	"48"	"1999"	"1999"	"Male"	"M"	106	68538	154.7
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"48 years"	"48"	"2000"	"2000"	"Male"	"M"	113	70418	160.5
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"48 years"	"48"	"2001"	"2001"	"Male"	"M"	103	71762	143.5
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"48 years"	"48"	"2002"	"2002"	"Male"	"M"	111	72291	153.5
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"48 years"	"48"	"2003"	"2003"	"Male"	"M"	87	76802	113.3
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"48 years"	"48"	"2004"	"2004"	"Male"	"M"	91	73425	123.9
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"48 years"	"48"	"2005"	"2005"	"Male"	"M"	87	73838	117.8
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"48 years"	"48"	"2006"	"2006"	"Male"	"M"	84	74160	113.3
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"48 years"	"48"	"2007"	"2007"	"Male"	"M"	81	72971	111.0
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"48 years"	"48"	"2008"	"2008"	"Male"	"M"	76	77823	97.7
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"48 years"	"48"	"2009"	"2009"	"Male"	"M"	72	72910	98.8
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"48 years"	"48"	"2010"	"2010"	"Male"	"M"	78	71786	108.7
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"48 years"	"48"	"2011"	"2011"	"Male"	"M"	79	70618	111.9
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"48 years"	"48"	"2012"	"2012"	"Male"	"M"	58	71724	80.9
	"Census Region 1: Northeast"	"CENS-R1"	"Large Central Metro"	"1"	"48 years"	"48"	"2013"	"2013"	"Male"	"M"	68	72847	93.3
